Execution;GCS_Copy [Count];GC Time Copy [Time(ms)];GC Time % Copy [Time(%)];GCS MarkSweepCompact [Count];GC Time MarkSweepCompact [Time(ms)];GC Time % MarkSweepCompact [Time(%)];GCs [Count];GC Time [Time(ms)];GC Time % [Time(%)]
1;;;;;;;42;0.5424351164149211;
